registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
JAP-00252,Japan,Imperial Japanese Navy,,IJN,I-554,IJN I-554,Type 24 nuclear attack,SSN,,Nuclear,1968,year,,Not yet commissioned,Active,Active,,5600,,,,Fleet attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00081,Japan,Imperial Japanese Navy,,IJN,DD-36,IJN DD-36,Amatsukaze,Destroyer,,Steam turbine,1969,year,,Not yet commissioned,Active,Active,5400,,,,,Area defense and carrier escort,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00082,Japan,Imperial Japanese Navy,,IJN,DD-37,IJN DD-37,Amatsukaze,Destroyer,,Steam turbine,1969,year,,Not yet commissioned,Active,Active,5400,,,,,Area defense and carrier escort,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00165,Japan,Imperial Japanese Navy,,IJN,DE-70,IJN DE-70,Chikugo,Frigate,,Diesel,1969,year,,Not yet commissioned,Active,Active,3100,,,,,ASW and imperial-route escort,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00166,Japan,Imperial Japanese Navy,,IJN,DE-71,IJN DE-71,Chikugo,Frigate,,Diesel,1969,year,,Not yet commissioned,Active,Active,3100,,,,,ASW and imperial-route escort,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00035,Japan,Imperial Japanese Navy,Hiyō,IJN,,IJN Hiyō,Zuihō II,Light/assault carrier,,Steam turbine,1969,year,,Not yet commissioned,Active,Active,28000,,,24,,Light fleet and ASW carrier,Japan,,Explicit canon,Naval transcript; class lineage and force table,
JAP-00253,Japan,Imperial Japanese Navy,,IJN,I-555,IJN I-555,Type 24 nuclear attack,SSN,,Nuclear,1969,year,,Not yet commissioned,Active,Active,,5600,,,,Fleet attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00640,Japan,Imperial Japanese Navy,,IJN,L-001,IJN L-001,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00641,Japan,Imperial Japanese Navy,,IJN,L-002,IJN L-002,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00598,Japan,Imperial Japanese Navy,,IJN,PC-001,IJN PC-001,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00599,Japan,Imperial Japanese Navy,,IJN,PC-002,IJN PC-002,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00600,Japan,Imperial Japanese Navy,,IJN,PC-003,IJN PC-003,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00083,Japan,Imperial Japanese Navy,,IJN,DD-38,IJN DD-38,Amatsukaze,Destroyer,,Steam turbine,1970,year,,Not yet commissioned,Active,Active,5400,,,,,Area defense and carrier escort,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00167,Japan,Imperial Japanese Navy,,IJN,DE-72,IJN DE-72,Chikugo,Frigate,,Diesel,1970,year,,Not yet commissioned,Active,Active,3100,,,,,ASW and imperial-route escort,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00698,Japan,Imperial Japanese Navy,,IJN,AUX-001,IJN AUX-001,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1970,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00699,Japan,Imperial Japanese Navy,,IJN,AUX-002,IJN AUX-002,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1970,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00700,Japan,Imperial Japanese Navy,,IJN,AUX-003,IJN AUX-003,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1970,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00666,Japan,Imperial Japanese Navy,,IJN,MCM-001,IJN MCM-001,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00667,Japan,Imperial Japanese Navy,,IJN,MCM-002,IJN MCM-002,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1970,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00212,Japan,Imperial Japanese Navy,,IJN,I-430,IJN I-430,Type 30 Uzushio,SSK,,Diesel-electric,1970,year,1981,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00213,Japan,Imperial Japanese Navy,,IJN,I-431,IJN I-431,Type 30 Uzushio,SSK,,Diesel-electric,1970,year,1981,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00254,Japan,Imperial Japanese Navy,,IJN,I-556,IJN I-556,Type 24 nuclear attack,SSN,,Nuclear,1970,year,,Not yet commissioned,Active,Active,,5600,,,,Fleet attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00642,Japan,Imperial Japanese Navy,,IJN,L-003,IJN L-003,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00643,Japan,Imperial Japanese Navy,,IJN,L-004,IJN L-004,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00601,Japan,Imperial Japanese Navy,,IJN,PC-004,IJN PC-004,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00602,Japan,Imperial Japanese Navy,,IJN,PC-005,IJN PC-005,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00603,Japan,Imperial Japanese Navy,,IJN,PC-006,IJN PC-006,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00701,Japan,Imperial Japanese Navy,,IJN,AUX-004,IJN AUX-004,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1971,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00702,Japan,Imperial Japanese Navy,,IJN,AUX-005,IJN AUX-005,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1971,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00668,Japan,Imperial Japanese Navy,,IJN,MCM-003,IJN MCM-003,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00669,Japan,Imperial Japanese Navy,,IJN,MCM-004,IJN MCM-004,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1971,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00214,Japan,Imperial Japanese Navy,,IJN,I-432,IJN I-432,Type 30 Uzushio,SSK,,Diesel-electric,1971,year,1982,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00215,Japan,Imperial Japanese Navy,,IJN,I-433,IJN I-433,Type 30 Uzushio,SSK,,Diesel-electric,1971,year,1983,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00255,Japan,Imperial Japanese Navy,,IJN,I-557,IJN I-557,Type 24 nuclear attack,SSN,,Nuclear,1971,year,,Not yet commissioned,Active,Active,,5600,,,,Fleet attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00644,Japan,Imperial Japanese Navy,,IJN,L-005,IJN L-005,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1972,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00604,Japan,Imperial Japanese Navy,,IJN,PC-007,IJN PC-007,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1972,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00605,Japan,Imperial Japanese Navy,,IJN,PC-008,IJN PC-008,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1972,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00168,Japan,Imperial Japanese Navy,,IJN,DE-73,IJN DE-73,Yūbari,Frigate,,Gas turbine,1972,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00169,Japan,Imperial Japanese Navy,,IJN,DE-74,IJN DE-74,Yūbari,Frigate,,Gas turbine,1972,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00703,Japan,Imperial Japanese Navy,,IJN,AUX-006,IJN AUX-006,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1972,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00704,Japan,Imperial Japanese Navy,,IJN,AUX-007,IJN AUX-007,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1972,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00705,Japan,Imperial Japanese Navy,,IJN,AUX-008,IJN AUX-008,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1972,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00670,Japan,Imperial Japanese Navy,,IJN,MCM-005,IJN MCM-005,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1972,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00671,Japan,Imperial Japanese Navy,,IJN,MCM-006,IJN MCM-006,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1972,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00256,Japan,Imperial Japanese Navy,,IJN,I-560,IJN I-560,Type 32 guided missile,SSGN,,Nuclear,1972,year,,Not yet commissioned,Active,Active,,9200,,,,Long-range anti-ship and land attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00216,Japan,Imperial Japanese Navy,,IJN,I-434,IJN I-434,Type 30 Uzushio,SSK,,Diesel-electric,1972,year,1983,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00217,Japan,Imperial Japanese Navy,,IJN,I-435,IJN I-435,Type 30 Uzushio,SSK,,Diesel-electric,1972,year,1984,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00645,Japan,Imperial Japanese Navy,,IJN,L-006,IJN L-006,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00646,Japan,Imperial Japanese Navy,,IJN,L-007,IJN L-007,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00606,Japan,Imperial Japanese Navy,,IJN,PC-009,IJN PC-009,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00607,Japan,Imperial Japanese Navy,,IJN,PC-010,IJN PC-010,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00608,Japan,Imperial Japanese Navy,,IJN,PC-011,IJN PC-011,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00170,Japan,Imperial Japanese Navy,,IJN,DE-75,IJN DE-75,Yūbari,Frigate,,Gas turbine,1973,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00706,Japan,Imperial Japanese Navy,,IJN,AUX-009,IJN AUX-009,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1973,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00707,Japan,Imperial Japanese Navy,,IJN,AUX-010,IJN AUX-010,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1973,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00672,Japan,Imperial Japanese Navy,,IJN,MCM-007,IJN MCM-007,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00673,Japan,Imperial Japanese Navy,,IJN,MCM-008,IJN MCM-008,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1973,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00257,Japan,Imperial Japanese Navy,,IJN,I-561,IJN I-561,Type 32 guided missile,SSGN,,Nuclear,1973,year,,Not yet commissioned,Active,Active,,9200,,,,Long-range anti-ship and land attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00218,Japan,Imperial Japanese Navy,,IJN,I-436,IJN I-436,Type 30 Uzushio,SSK,,Diesel-electric,1973,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00219,Japan,Imperial Japanese Navy,,IJN,I-437,IJN I-437,Type 30 Uzushio,SSK,,Diesel-electric,1973,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00647,Japan,Imperial Japanese Navy,,IJN,L-008,IJN L-008,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00648,Japan,Imperial Japanese Navy,,IJN,L-009,IJN L-009,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00609,Japan,Imperial Japanese Navy,,IJN,PC-012,IJN PC-012,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00610,Japan,Imperial Japanese Navy,,IJN,PC-013,IJN PC-013,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00611,Japan,Imperial Japanese Navy,,IJN,PC-014,IJN PC-014,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00042,Japan,Imperial Japanese Navy,Maya,IJN,,IJN Maya,Maya command cruiser,Cruiser,,Steam turbine,1974,year,,Not yet commissioned,Active,Active,16500,,,,Eighty missile cells; two helicopters,Fleet command and networked air defense,Japan,,Explicit canon,Naval transcript; class lineage and force table,
JAP-00084,Japan,Imperial Japanese Navy,,IJN,DD-39,IJN DD-39,Hatsuyuki,Destroyer,,Gas turbine,1974,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00085,Japan,Imperial Japanese Navy,,IJN,DD-40,IJN DD-40,Hatsuyuki,Destroyer,,Gas turbine,1974,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00171,Japan,Imperial Japanese Navy,,IJN,DE-76,IJN DE-76,Yūbari,Frigate,,Gas turbine,1974,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00172,Japan,Imperial Japanese Navy,,IJN,DE-77,IJN DE-77,Yūbari,Frigate,,Gas turbine,1974,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00708,Japan,Imperial Japanese Navy,,IJN,AUX-011,IJN AUX-011,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1974,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00709,Japan,Imperial Japanese Navy,,IJN,AUX-012,IJN AUX-012,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1974,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00674,Japan,Imperial Japanese Navy,,IJN,MCM-009,IJN MCM-009,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00675,Japan,Imperial Japanese Navy,,IJN,MCM-010,IJN MCM-010,Type 72 mine-countermeasure,Mine warfare,,Diesel or gas turbine,1974,year,,Not yet commissioned,Active,,850,,,,,Mine warfare,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Mine warfare),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00258,Japan,Imperial Japanese Navy,,IJN,I-562,IJN I-562,Type 32 guided missile,SSGN,,Nuclear,1974,year,,Not yet commissioned,Active,Active,,9200,,,,Long-range anti-ship and land attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00220,Japan,Imperial Japanese Navy,,IJN,I-438,IJN I-438,Type 30 Uzushio,SSK,,Diesel-electric,1974,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00221,Japan,Imperial Japanese Navy,,IJN,I-439,IJN I-439,Type 30 Uzushio,SSK,,Diesel-electric,1974,year,,Not yet commissioned,Active,Active,,2600,,,,Coastal and ocean attack,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00649,Japan,Imperial Japanese Navy,,IJN,L-010,IJN L-010,Type 34 Ōsumi,Amphibious,,Diesel or gas turbine,1975,year,,Not yet commissioned,Active,,12000,,,,,Amphibious,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Amphibious),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00612,Japan,Imperial Japanese Navy,,IJN,PC-015,IJN PC-015,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1975,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00613,Japan,Imperial Japanese Navy,,IJN,PC-016,IJN PC-016,Type 70 coastal combatant,Corvette/missile craft,,Diesel or gas turbine,1975,year,,Not yet commissioned,Active,,650,,,,,Corvette/missile craft,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Corvette/missile craft),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
JAP-00086,Japan,Imperial Japanese Navy,,IJN,DD-41,IJN DD-41,Hatsuyuki,Destroyer,,Gas turbine,1975,year,,Not yet commissioned,Active,Active,6200,,,,,Networked multipurpose destroyer,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00173,Japan,Imperial Japanese Navy,,IJN,DE-78,IJN DE-78,Yūbari,Frigate,,Gas turbine,1975,year,,Not yet commissioned,Active,Active,4000,,,,,Missile frigate with helicopter,Japan,,Extrapolated hull,Naval transcript; class lineage and force table,
JAP-00710,Japan,Imperial Japanese Navy,,IJN,AUX-013,IJN AUX-013,Imperial fleet auxiliary,Major auxiliary,,Diesel or steam turbine,1975,year,,Not yet commissioned,Active,,18000,,,,,Major auxiliary,Japan,,Extrapolated hull,Naval transcript § revised 1985 fleet balance (Japan Major auxiliary),Individual hull required to satisfy the locked 1985 force total; personal name and detailed subclass remain open.
